PMID	Title	Countries	Affiliation_Count
23165589	[Evaluation of scientific publications and professional life of a scientist].	No Affiliation Info	0
23165587	[Percutaneous gastrostomy complicated with abdominal wall hematoma; severe anemia secondary to percu...	Other	1
23165594	Comparative structural study of decagonal quasicrystals in the systems Al-Cu-Me (Me = Co, Rh, Ir).	Poland	1
23165596	Dinuclear oxofluorometallates as a new structural type of d(0) transition metal oxofluoride compound...	Russia	1
23165595	Mode-crystallography analysis and magnetic structures of SrLnFeRuO6 (Ln = La, Pr, Nd) disordered per...	Spain	1
23165597	Structures from MnX2 and proline: isomorphous racemic compounds and a series of chiral non-isomorpho...	Germany	1
23165598	Hydrothermal synthesis and crystal structure of novel bis(6-carboxypyridine-2-carboxylato-κ3O2,N,O6)...	India	1
23165599	Charge-density distribution in potassium dihydrogen phosphoglycolate--a comparison of phosphate and ...	Poland	1
23165600	The first report of the crystal structure of non-solvated μ-oxo boron subphthalocyanine and the crys...	Canada	1
23165601	Experimental and database-transferred electron-density analysis and evaluation of electrostatic forc...	France	1
23165602	Structures of four polymorphs of the pesticide dithianon solved from X-ray powder diffraction data.	Germany	1
23165603	Solvatomorphism of 9,9'-[1,3,4-thiadiazole-2,5-diylbis(2,3-thiophendiyl-4,1-phenylene)]bis[9H-carbaz...	Austria	1
23165604	The polymorphs of ROY: application of a systematic crystal structure prediction technique.	United Kingdom	1
23165606	Mesenchymal stromal cells: radio-resistant members of the bone marrow.	Ireland	1
23165605	Evidence from regression-discontinuity analyses for beneficial effects of a criterion-based increase...	Canada	1
23165607	P38 and JNK have opposing effects on persistence of in vivo leukocyte migration in zebrafish.	United Kingdom	1
23165608	[Memorandum prevention research - research areas and methods].	Other	1
23165611	Effective perioperative management of multiple endocrine neoplasia type 1-associated insulinomas.	No Affiliation Info	0
23165609	Effect of exercise training combined with isoflavone supplementation on bone and lipids in postmenop...	Canada	1
23165612	Comparative effectiveness of unfractionated and low-molecular-weight heparin for prevention of venou...	No Affiliation Info	0
23165613	Venous thromboembolism prophylaxis: one size does not fit all: comment on "Comparative effectiveness...	No Affiliation Info	0
23165614	Association of postdischarge complications with reoperation and mortality in general surgery.	No Affiliation Info	0
23165615	Short-term outcomes after esophagectomy at 164 American College of Surgeons National Surgical Qualit...	No Affiliation Info	0
23165617	Is insurance status a modifiable factor in brain tumor treatment outcomes?: comment on "Postoperativ...	No Affiliation Info	0
23165616	Postoperative mortality after surgery for brain tumors by patient insurance status in the United Sta...	No Affiliation Info	0
23165618	Irreversible electroporation for the ablation of liver tumors: are we there yet?	No Affiliation Info	0
23165619	Another club in the bag: comment on "Irreversible electroporation for the ablation of liver tumors".	No Affiliation Info	0
23165622	Image of the month. Hernia containing omentum and right gastroepiploic artery.	No Affiliation Info	0
23165620	Image of the month. PNET of the pancreas.	No Affiliation Info	0
23165624	Publication of postdischarge and readmission complications: failure, folly, or funding opportunity?:...	No Affiliation Info	0
23165625	A VUV photoionization study of the multichannel reaction of phenyl radicals with 1,3-butadiene under...	United States	1
23165627	First paramagnetic Pd(II) complex with a PdN4S2 coordination core.	Belgium	1
23165629	[Vaccinations in the prison environment].	No Affiliation Info	0
23165626	Expression of integrin α2 receptor in human cord blood CD34+CD38-CD90+ stem cells engrafting long-te...	Sweden	1
23165628	Expression of LRIG1 and LRIG3 correlates with human papillomavirus status             and patient su...	Sweden	1
23165630	[Study of the prevalence of severe mental disorder in the penitentiaries Puerto I, II and III of Pue...	Other	1
23165631	[Evolution of the need and coverage of syringe exchange programs in Spanish prisons, 1992-2009: A re...	Spain	1
23165632	[A new prison health care model: the experience of the Basque Country].	Other	1
23165633	[Vaccination in the prison population: a review].	Spain	1
23165634	[Overcrowding in prisons and its impact on health].	Other	1
23165635	[Comments on the article: Evolution of the need and coverage of opioid substitution and needle excha...	No Affiliation Info	0
23165636	[Comments on the article: Evolution of the need and coverage of opioid substitution and needle excha...	No Affiliation Info	0
23165639	A homoleptic tetravalent cerium silylamide.	Norway	1
23165638	Reversible intramolecular coupling of the terminal borylene and a carbonyl ligand of [Cp(CO)2Mn=B-tB...	Germany	1
23165642	Platinum complexes bearing a boron-based PBP pincer ligand: synthesis, structure, and application as...	Japan	1
23165641	Guest covalent capture by a host: a biomimetic strategy for the selective functionalization of a cav...	France	1
23165644	Development of super-dense transfected cell microarrays generated by piezoelectric inkjet printing.	Japan	1
23165645	Floating-Harbor syndrome and polycystic kidneys associated with SRCAP mutation.	United Kingdom	1
23165643	Quantitative magnetic resonance imaging can distinguish remodeling mechanisms after acute myocardial...	Canada	1
23165649	Administer tranexamic acid early to injured patients at risk of substantial bleeding.	Australia	1
23165648	p53 as a target in myeloproliferative neoplasms.	No Affiliation Info	0
23165647	Sports performance research under the spotlight.	No Affiliation Info	0
23165646	Biodegradable internal fixation plates enabled with X-ray visibility by a radiopaque layer of β-tric...	South Korea	1
23165650	Doctor is allowed back to work after five year suspension with 16 conditions on his registration.	No Affiliation Info	0
23165651	Competition in NHS is driving patients towards private providers.	No Affiliation Info	0
23165652	MYC expression and distribution in normal mature lymphoid cells.	Italy	1
23165653	Ethyl acetate extraction from a Chinese herbal formula, Jiedu Xiaozheng             Yin, inhibits th...	China	1
23165655	Mechanistic aspects of the linear stabilization of non-stationary electrochemical oscillations.	Brazil	1
23165654	Effect of maintenance immunosuppressive drugs on virus pathobiology: evidence and potential mechanis...	United States	1
23165657	Stratum corneum drying drives vertical compression and lipid organization and improves barrier funct...	Japan	1
23165656	Cost-effectiveness of bazedoxifene compared with raloxifene in the treatment of postmenopausal osteo...	Belgium	1
23165659	Effect of testosterone replacement on response to sildenafil citrate in men with erectile dysfunctio...	United States	1
23165658	Ephrin-A3 suppresses Wnt signaling to control retinal stem cell potency.	China	1
23165661	Pharmacy dispensing of electronically discontinued medications.	United States	1
23165662	Screening for HIV: systematic review to update the 2005 U.S. Preventive Services Task Force recommen...	United States	1
23165660	Effects of an intervention to increase bed alarm use to prevent falls in hospitalized patients: a cl...	United States	1
23165664	Diagnosis of stable ischemic heart disease: summary of a clinical practice guideline from the Americ...	United States	1
23165663	Screening for HIV in pregnant women: systematic review to update the 2005 U.S. Preventive Services T...	United States	1
23165665	Management of stable ischemic heart disease: summary of a clinical practice guideline from the Ameri...	United States	1
23165667	Guidelines on diagnosis and treatment of stable ischemic heart disease: keeping up with a constantly...	No Affiliation Info	0
23165668	Arise and judge the earth.	United States	1
23165669	Red blood cell transfusion.	No Affiliation Info	0
23165670	Improving the efficiency of advanced life support training.	No Affiliation Info	0
23165673	Sinus arrest from mad honey disease.	No Affiliation Info	0
23165674	Fatal laughter.	No Affiliation Info	0
23165676	Summary for patients. Diagnosis of stable ischemic heart disease: recommendations from the American ...	No Affiliation Info	0
23165675	Summary for patients. Effect of testosterone on response to sildenafil in men with erectile dysfunct...	No Affiliation Info	0
23165678	ACP Journal Club. Review: ACE inhibitors reduce risk for pneumonia.	United States	1
23165677	Summary for patients. Management of stable ischemic heart disease: recommendations from the American...	No Affiliation Info	0
23165679	ACP Journal Club. Preexposure prophylaxis reduced HIV-1 spread in serodiscordant heterosexual couple...	United States	1
23165680	ACP Journal Club. Review: statins decrease mortality and major CV events in adults with CKD not rece...	Canada	1
23165681	ACP Journal Club. Review: lipid-lowering drugs decrease all-cause and cardiac mortality and CV event...	Canada	1
23165682	ACP Journal Club. Review: intensive glucose control reduces surrogate, but not clinical, renal outco...	United States	1
23165683	ACP Journal Club. rt-PA within 6 hours of acute ischemic stroke did not improve clinical outcomes at...	Canada	1
23165684	ACP Journal Club. Review: femoral and subclavian or internal jugular venous catheters do not differ ...	United States	1
23165685	ACP Journal Club. Fractional flow reserve-guided PCI reduced urgent revascularization at 7 months in...	United States	1
23165686	ACP Journal Club. A single FIT (≥ 50 ng Hb/mL) detected 38% of screen-detected advanced colorectal n...	United Kingdom	1
23165687	ACP Journal Club. Refusal of transfusions for cardiac surgery was not associated with shorter long-t...	United States	1
23165688	CKD-EPI eGFR categories were better than MDRD categories for predicting mortality in a range of popu...	United States	1
23165689	An 8-factor prognostic model predicted early death in patients with traumatic bleeding.	United States	1
23165692	Light-harvesting ytterbium(III)-porphyrinate-BODIPY conjugates: synthesis, excitation-energy transfe...	China	1
23165693	Copper(II) catalysis of water oxidation.	United States	1
23165690	Single-nucleotide polymorphisms reveal patterns of allele sharing across the species boundary betwee...	United States	1
23165694	A {Cr2Dy4} compressed octahedron: the first sulfate-based single-molecule magnet.	China	1
23165695	Secondary chronic cluster headache treated by posterior hypothalamic deep brain stimulation: first r...	Italy	1
23165696	Randomized, double-blind, placebo-controlled, phase II trial of gabapentin enacarbil for migraine pr...	United States	1
23165698	Linked in: ASCO, NCI tap health information technology to improve cancer prevention, care, and resea...	No Affiliation Info	0
23165699	Strides in personalized medicine.	No Affiliation Info	0
23165697	Effect of geometrical structure on the in vivo quality change of a three-dimensionally perforated po...	Japan	1
23165702	[Short-term sentence memory in children with auditory processing disorders].	Germany	1
23165700	Cutaneous myeloid sarcoma: natural history and biology of an uncommon manifestation of acute myeloid...	United States	1
23165701	[Brown tumor of the maxilla].	No Affiliation Info	0
23165703	[The role of CT in the diagnosis of peritonsillar abscesses after Punctio Sicca].	Other	1
23165705	Sinomenine hydrochloride inhibits human hepatocellular carcinoma cell growth in vitro and in vivo: i...	China	1
23165704	Human pericytes for ischemic heart repair.	United States	1
23165706	Commentary on community-led total sanitation and human rights: should the right to community-wide he...	United States	1
23165707	Solar inactivation of four Salmonella serovars in fresh and marine waters.	United States	1
23165708	Research considerations for more effective groundwater monitoring.	United States	1
23165710	The efficacy of simulated solar disinfection (SODIS) against coxsackievirus, poliovirus and hepatiti...	United Kingdom	1
23165709	Proapoptotic effect of a micropollutant (tris-(2-chloroethyl)-phosphate) at environmental level in p...	China	1
23165711	Direct and indirect QMRA of infectious Cryptosporidium oocysts in reclaimed water.	Spain	1
23165712	Removal and relationships of microbial indicators in a water treatment and reclamation facility.	Spain	1
23165713	The synergistic effect of Escherichia coli inactivation by sequential disinfection with low level ch...	China	1
23165714	Unsealed tubewells lead to increased fecal contamination of drinking water.	United States	1
23165716	Enumeration of viable and non-viable larvated Ascaris eggs with quantitative PCR.	United States	1
23165715	Seasonal variations in the risk of gastrointestinal illness on a tropical recreational beach.	Other	1
23165717	Synergistic effect of heat and solar UV on DNA damage and water disinfection of E. coli and bacterio...	Israel	1
23165718	The effect of poultry manure application rate and AlCl(3) treatment on bacterial fecal indicators in...	United States	1
23165719	Characteristics of small residential and commercial water systems that influence their likelihood of...	Canada	1
23165720	Thermotolerant Acanthamoeba spp. isolated from therapeutic hot springs in Northwestern Iran.	Iran	1
23165721	Analysis and retention behavior of isoflavone glycosides and aglycones in Radix Astragali by HPLC wi...	China	1
23165722	Initial feasibility testing of limited field of view magnetic resonance thermometry using a local ca...	United States	1
23165723	Serum-free culture of primary human hepatocytes in a miniaturized hollow-fibre membrane bioreactor f...	Sweden; Germany; United States	12
23165724	What controls the composition and the structure of nanomaterials generated by laser ablation in liqu...	Italy	1
23165725	Producing ethnographies: workplace ethnographies in history.	No Affiliation Info	0
23165727	EphrinB2/EphB4 inhibition in the osteoblast lineage modifies the anabolic response to parathyroid ho...	Australia	1
23165728	Direct nucleophilic addition to N-alkoxyamides.	Japan	1
23165729	Sequence-dependent assembly to control molecular interface properties.	Israel	1
23165726	Clinical geneticists' views of VACTERL/VATER association.	United States	1
23165730	Priorities, satisfaction and treatment goals in psychosis patients: an online consumer's survey.	Netherlands	1
23165731	Brain perfusion imaging: How does it work and what should I use?	United States	1
23165732	Evaluation of chondral repair using quantitative MRI.	Finland	1
23165736	Two-photon microscopy of the mouse cochlea in situ for cellular diagnosis.	Switzerland	1
23165733	Hyperpolarized 13C metabolic imaging using dissolution dynamic nuclear polarization.	United States	1
23165737	Bipyridine and phenanthroline IR-spectral bands as indicators of metal spin state in hexacoordinated...	Russia	1
23165740	From Wald to Savage: homo economicus becomes a Bayesian statistician.	No Affiliation Info	0
23165739	Pruritic and vascular responses induced by serotonin in patients with atopic dermatitis and in healt...	Sweden	1
23165741	Stiffness- and wettability-dependent myoblast cell compatibility of transparent poly(vinyl alcohol) ...	India	1
23165742	Seroprevalence of Trypanosoma cruzi and Leishmania mexicana in free-ranging howler monkeys in southe...	Other	1
23165743	Single-fraction radiotherapy versus multifraction radiotherapy for palliation of painful vertebral b...	United States	1
23165745	Endosomal cholesterol trafficking: protein factors at a glance.	United Kingdom	1
23165744	Purification and characterization of a novel antifungal protein with antiproliferation and anti-HIV-...	China	1
23165746	Adeno-associated virus Rep78 restricts adenovirus E1B55K-mediated p53 nuclear exportation.	China	1
23165748	Trichostatin A induces apoptotic cell death of HeLa cells in a Bcl-2             and oxidative stres...	South Korea	1
23165747	Tensor tympani motoneurons receive mostly excitatory synaptic inputs.	United States	1
23165749	High-throughput profiling of N-myristoylation substrate specificity across species including pathoge...	France	1
23165750	Localization errors in MR spectroscopic imaging due to the drift of the main magnetic field and thei...	United States	1
23165751	Medical complications, clinical findings, and educational outcomes in adults with Noonan syndrome.	United States	1
23165752	Image analysis tools to quantify cell shape and protein dynamics near the leading edge.	United States	1
23165753	Pentaquinone based probe for nanomolar detection of zinc ions: chemosensing ensemble as an antioxida...	India	1
23165754	EphB4 enhances the process of endochondral ossification and inhibits remodeling during bone fracture...	Australia	1
23165755	A luminescent metal-organic framework as a turn-on sensor for DMF vapor.	Canada	1
23165756	Stepwise degradation of trifluoromethyl platinum(II) compounds.	Spain	1
23165757	Downward trend in the risk of second myocardial infarction in Sweden, 1987-2007: breakdown by socioe...	Sweden	1
23165758	Recurrent chylous pericardial effusion and left neck mass.	United States	1
23165760	Hydrogen storage of a novel combined system of LiNH2-NaMgH3: synergistic effects of in situ formed a...	China	1
23165759	Management and outcomes of patients on preoperative plavix (clopidogrel) undergoing general thoracic...	United States	1
23165761	Vibrational spectroscopy and microscopic imaging: novel approaches for comparing barrier physical pr...	United States	1
23165762	Advanced chemical imaging and comparison of human and porcine hair follicles for drug delivery by co...	Germany	1
23165763	Fractionation of ethylcellulose oleogels during setting.	Canada	1
23165764	Gating of the designed trimeric/tetrameric voltage-gated H+ channel.	Japan	1
23165765	Cardiac-locked bursts of muscle sympathetic nerve activity are absent in familial dysautonomia.	Australia	1
23165766	Reverse myocardial effects of intermedin in pressure-overloaded hearts: role of endothelial nitric o...	Portugal	1
23165767	CLC-3 chloride channels moderate long-term potentiation at Schaffer collateral-CA1 synapses.	United States	1
23165768	On-off asymmetries in oxygen consumption kinetics of single Xenopus laevis skeletal muscle fibres su...	United Kingdom	1
23165769	Mammalian target of rapamycin signalling modulates amino acid uptake by regulating transporter cell ...	United States	1
23165771	Hyperpolarization of resting membrane potential causes retraction of spontaneous Ca(i)²⁺ transients ...	United States	1
23165770	Responses of glomus cells to hypoxia and acidosis are uncoupled, reciprocal and linked to ASIC3 expr...	United States	1
23165774	Influence of surface topography and surface physicochemistry on wettability of zirconia (tetragonal ...	Japan	1
23165772	Expanding role of ATP as a versatile messenger at carotid and aortic body chemoreceptors.	Canada	1
23165773	The utility of serum tryptase as a marker in chronic spontaneous urticaria.	No Affiliation Info	0
23165775	Effect of temperature and pH on postmortem color development of porcine M. longissimus dorsi and M. ...	China	1
23165776	Immunocytochemical localization of the translocase of the outer mitochondrial membrane (Tom20) in th...	United States	1
23165779	Simultaneous in vivo pH and temperature mapping using a PARACEST-MRI contrast agent.	Canada	1
23165778	Psychological factors predict local and referred experimental muscle pain: a cluster analysis in hea...	United States	1
23165780	Clinical and radiological features of Japanese patients with a severe phenotype due to CASK mutation...	Japan	1
23165777	Differential expression of IGF-1 mRNA isoforms in colorectal carcinoma             and normal colon ...	Poland	1
23165781	Neoadjuvant therapy with weekly docetaxel and cisplatin, 5-fluorouracil continuous infusion, and con...	Italy	1
23165782	Host response to intravenous injection of epsilon toxin in mouse model: a proteomic view.	India	1
23165784	4,10-Dibromoanthanthrone as a new building block for p-type, n-type, and ambipolar π-conjugated mate...	Canada	1
23165783	Nonlinear amplification of a supramolecular complex at a multivalent interface.	Netherlands	1
23165785	Guidelines for Secondary Prevention of Myocardial Infarction (JCS 2011).	No Affiliation Info	0
23165786	Guidelines for Non-Pharmacotherapy of Cardiac Arrhythmias (JCS 2011).	No Affiliation Info	0
23165788	Effects of Maillard reaction on allergenicity of buckwheat allergen Fag t 3 during thermal processin...	China	1
23165789	Contrast-enhanced ultrasonography in the diagnosis of upper urinary tract urothelial cell carcinoma:...	Italy	1
23165790	Reference values for testicular volume, epididymal head size and peak systolic velocity of the testi...	Germany	1
23165791	Influence of cement stiffness and bone morphology on the compressive properties of bone-cement compo...	Switzerland	1
23165792	Protective effects of Houttuynia cordata aqueous extract in mice consuming a high saturated fat diet...	Other	1
23165794	Ulcerated nodules on the oral mucosa and fingers: lymphomatoid papulosis, type A.	Germany	1
23165793	The presence of two different target-site resistance mechanisms in individual plants of Alopecurus m...	United Kingdom	1
23165795	Neuroimaging and neurological findings in patients with hypochondroplasia and FGFR3 N540K mutation.	Finland	1
23165796	T2 relaxometry with indirect echo compensation from highly undersampled data.	United States	1
23165797	Correlation of TP53 and MDM2 genotypes with response to therapy in sarcoma.	Norway	1
23165799	Course and risk factors of functional impairment in subthreshold depression and anxiety.	Netherlands	1
23165798	Drug-induced gynecomastia.	United States	1
23165802	Role of big mitogen-activated protein kinase 1 (BMK1) / extracellular signal-regulated kinase 5 (ERK...	Japan	1
23165803	Endocytic regulation of voltage-dependent potassium channels in the heart.	Japan	1
23165800	Development of mucoadhesive drug delivery system using phenylboronic acid functionalized poly(D,L-la...	Canada	1
23165804	Recombinant human brain natriuretic peptide therapy combined with bone             mesenchymal stem ...	China	1
23165805	Synthetic and computational study of geminally bis(supermesityl) substituted phosphorus compounds.	United Kingdom	1
23165806	Effect of topical application of silymarin (Silybum marianum) on excision wound healing in albino ra...	Iran	1
23165807	Effect of aqueous extract of Elaeagnus angustifolia fruit on experimental cutaneous wound healing in...	Iran	1
23165808	Novel biochemical markers: early detection and prevention of malignant transformation a pilot study.	India	1
23165809	Clinical, high resolution computed tomography and pulmonary function in sulphur mustard victims.	Iran	1
23165810	Comparison of effects of ephedrine, lidocaine and ketamine with placebo on injection pain, hypotensi...	Iran	1
23165811	Effect of preoperative anemia on short term clinical outcomes in diabetic patients after elective of...	Iran	1
23165813	Root-cause analysis of a potentially sentinel transfusion event: lessons for improvement of patient ...	Iran	1
23165812	Evaluation of maximum O2 consumption: using ergo-spirometry in severe heart failure.	Iran	1
23165815	Musculoskeletal disorders in female dentists and pharmacists: a cross-sectional study.	Iran	1
23165814	Anal sphincter injuries during hemorrhoidectomy: a multi center study.	Iran	1
23165816	Attitudes, concerns, perceived impact and coping strategies for avian influenza among the first year...	Iran	1
23165817	Unusual manifestation of cutaneous sarcoidosis: a case report of morpheaform sarcoidosis.	Iran	1
23165818	Intraoperative atelectasis due to endotracheal tube cuff herniation: a case report.	Iran	1
23165819	"On water": efficient iron-catalyzed cycloaddition of aziridines with heterocumulenes.	India	1
23165820	Hot water-promoted S(N)1 solvolysis reactions of allylic and benzylic alcohols.	China	1
23165821	pH responsive PEGylation through metal affinity for gene delivery mediated by histidine-grafted poly...	Other	1
23165822	Intertriginous orange-to-brownish papules and plaques: a quiz. Xanthoma disseminatum.	Germany	1
23165823	Depressive symptoms in late life and cerebrovascular disease: the importance of intelligence and les...	United Kingdom	1
23165827	Successful treatment of bullous pemphigoid with omalizumab.	No Affiliation Info	0
23165828	The Person-Centered Dermatology Self-Care Index: a tool to measure education and support needs of pa...	No Affiliation Info	0
23165829	Practice gap in patient education: comment on "the person-centered dermatology self-care index".	No Affiliation Info	0
23165832	Validation of a new international quality-of-life instrument specific to cosmetics and physical appe...	No Affiliation Info	0
23165834	Rapid healing of scar-associated chronic wounds after ablative fractional resurfacing.	No Affiliation Info	0
23165833	High prevalence of stump dermatoses 38 years or more after amputation.	No Affiliation Info	0
23165836	Neutrophilic and eosinophilic dermatitis caused by contact allergic reaction to paraphenylenediamine...	No Affiliation Info	0
23165837	Comparative effectiveness of cryotherapy and salicylic acid for plantar warts.	No Affiliation Info	0
23165838	Is vulval erosive lichen planus a premalignant condition?	No Affiliation Info	0
23165839	Fleshy papules in areas of friction in a man with endocrine neoplasms.	No Affiliation Info	0
23165840	Progressive sclerotic skin lesions in a 49-year-old man.	No Affiliation Info	0
23165841	Scaly pruritic plaques in an HIV-positive patient.	No Affiliation Info	0
23165842	Diffuse skin thickening and linear papules in a 59-year-old woman.	No Affiliation Info	0
23165847	Computerized interactive educational tools used to improve use of sun-protective clothing and sunscr...	No Affiliation Info	0
23165848	Impact of bar-code labeling of clinical photographs on patient care and practice workflow.	No Affiliation Info	0
23165849	Interleukin 12/23 agents and major adverse cardiovascular events.	No Affiliation Info	0
23165850	Metastatic adenocarcinoma from the lung diagnosed by presenting sign of a hemangioma-like cutaneous ...	No Affiliation Info	0
23165852	Peripheral lymph node recurrence of tuberculosis after ustekinumab treatment.	No Affiliation Info	0
23165851	Umbilical endometriosis with urachal remnant.	No Affiliation Info	0
23165853	Paclitaxel-induced acral erythema.	No Affiliation Info	0
23165854	Multifocal capillary malformations due to RASA1 mutation misdiagnosed as cutaneous mastocytosis.	No Affiliation Info	0
23165855	A case of multifocal idiopathic fibrosclerosis with cutaneous involvement.	No Affiliation Info	0
23165857	Rorschach dermoscopy.	No Affiliation Info	0
23165858	Bacteriophages as templates for manufacturing supramolecular structures.	Germany	1
23165860	Fatal clindamycin-induced drug rash with eosinophilia and systemic symptoms (DRESS) syndrome.	United States	1
23165859	The risk of primary and contralateral breast cancer after ovarian cancer in BRCA1/BRCA2 mutation car...	Netherlands	1
23165861	The pore size of PLGA bone implants determines the de novo formation of bone tissue in tibial head d...	Germany	1
23165863	Congenital high airway obstruction sequence (CHAOS): a new case and a review of phenotypic features.	United States	1
23165862	mTOR and tau phosphorylated proteins in the hippocampal tissue of rats             with type 2 diabe...	China	1
23165864	Clinical evidence of pharmacokinetic changes in thalidomide therapy.	Japan	1
23165865	Impact of genetic polymorphisms in CYP2C9 and CYP2C19 on the pharmacokinetics of clinically used dru...	Japan	1
23165866	Transition metal-induced self-assembly of small molybdenum clusters.	China	1
23165870	Cortical mechanisms of loss of consciousness: insight from TMS/EEG studies.	Italy	1
23165869	Clinical assessment of patients with disorders of consciousness.	Belgium	1
23165867	Integrated information theory of consciousness: an updated account.	United States	1
23165868	Unresponsive wakefulness syndrome.	Belgium	1
23165872	A default mode of brain function in altered states of consciousness.	Belgium	1
23165876	Coherent neural activity and brain synchronization during seizure-induced loss of consciousness.	France	1
23165873	Electrophysiological investigations of brain function in coma, vegetative and minimally conscious pa...	Belgium	1
23165871	Imaging neural signatures of consciousness: 'what', 'when', 'where' and 'how' does it work?	France	1
23165874	Cognitive processing during the transition to sleep.	United Kingdom	1
23165882	Lyotropic supramolecular helical columnar phases formed by C3-symmetric and unsymmetric rigid molecu...	China	1
23165881	Highly chemoselective carbon-carbon σ-bond activation: nickel/Lewis acid catalyzed polyfluoroarylcya...	Japan	1
23165883	Sonochemical synthesis of nanomaterials.	United States	1
23165880	Anthropologia transscendentalis. Kant's theory of human nature.	Germany	1
23165878	Sleep-dependent consolidation of motor skills in patients with narcolepsy-cataplexy.	Italy	1
23165877	Modes and models in disorders of consciousness science.	Belgium	1
23165886	Nasal tip recontouring in primary rhinoplasty: the endonasal complete release approach.	Germany	1
23165875	Neural correlates of consciousness during general anesthesia using functional magnetic resonance ima...	Belgium	1
23165879	A subcellular analysis of genetic modulation of PINK1 on mitochondrial alterations, autophagy and ce...	Italy	1
23165885	The influence of environmental factors on bone tissue engineering.	United States	1
23165887	Medication errors and adverse drug events in kidney transplant recipients: incidence, risk factors, ...	United States	1
23165889	Prospective investigation of mental health following sexual assault.	United Kingdom	1
23165884	Defining critical roles for NF-κB p65 and type I interferon in innate immunity to rhinovirus.	United Kingdom	1
23165888	Functional diffusion-weighted magnetic resonance spectroscopy of the human primary visual cortex at ...	Netherlands	1
23165890	Expression of pancreatic regenerating gene in lung and intestinal tissue             correlates with...	China	1
23165891	Pigmented necrobiosis lipoidica accompanied by insulin-dependent diabetes mellitus induces CD163⁺ pr...	No Affiliation Info	0
23165893	Risk of metachronous breast cancer after BRCA mutation-associated ovarian cancer.	United States	1
23165892	1.15 Mb microdeletion in chromosome band 20p13 associated with moderate developmental delay-addition...	Poland	1
23165894	A generic one-pot route to acyclic two-coordinate silylenes from silicon(IV) precursors: synthesis a...	United Kingdom	1
23165897	Antifungal susceptibility testing: a primer for clinicians.	United States	1
23165895	A cyclometallated platinum complex as a selective optical switch for quadruplex DNA.	United Kingdom	1
23165898	Peak stress intensity factor governs crack propagation velocity in crosslinked ultrahigh-molecular-w...	United States	1
23165896	The exposure of autoantigens by microparticles underlies the formation of potent inflammatory compon...	Canada	1
23165899	Reproducibility and biological basis of in vivo T(2)* magnetic resonance imaging of liver metastasis...	Netherlands	1
23165902	Update in wound healing in facial plastic surgery.	United States	1
23165903	Use of carbon dioxide laser to treat lentigo maligna and malignant melanoma in situ, lentigo maligna...	No Affiliation Info	0
23165904	Leonardo da Vinci's aesthetic analysis of nasal tip prominence.	United Kingdom	1
23165905	Internal nasal valve functional surgery.	No Affiliation Info	0
23165907	The "inverted V" technique for rib cartilage L-shaped struts in rhinoplasty.	No Affiliation Info	0
23165908	Inability of speculation to explain dose effect differences between botulinum toxin products.	No Affiliation Info	0
23165911	Colloidal semiconductor nanocrystals: the aqueous approach.	Germany	1
23165912	Confluent brownish papules and plaques on the neck, upper chest and back: a quiz. Confluent and reti...	Poland	1
23165913	Antioxidant protective effects of lactitol against endotoxemia in patients             with chronic ...	China	1
23165914	Outcome of children treated for relapsed acute lymphoblastic leukemia in Central America.	Canada	1
23165915	An additional family with association of hereditary thrombocytosis and transverse limb deficiency: c...	No Affiliation Info	0
23165917	Key articles and guidelines in the management of acute coronary syndrome and in percutaneous coronar...	United States	1
23165916	Programming in situ immunofluorescence intensities through interchangeable reactions of dynamic DNA ...	United States	1
23165918	Enhanced CO2 adsorption over polymeric amines supported on heteroatom-incorporated SBA-15 silica: im...	United States	1
23165919	Val66Met BDNF genotypes in melancholic depression: effects on brain structure and treatment outcome.	Spain	1
23165920	Computational approaches to predicting essential proteins: a survey.	China	1
23165924	Short-term and long-term effects of electrical stimulation on skin properties.	Other	1
23165923	The risk of hip fracture after initiating antihypertensive drugs in the elderly.	Canada	1
23165922	Mechanical and biocompatible characterizations of a readily available multilayer vascular graft.	United States	1
23165925	Competitive formation of both long-range 5'-5' and short-range antiparallel 3'-3' DNA interstrand cr...	Australia	1
23165926	Structural characterization of bacterial lipopolysaccharides with mass spectrometry and on- and off-...	Hungary	1
23165927	A family-based paradigm to identify candidate chromosomal regions for isolated congenital diaphragma...	United States	1
23165929	Pigmented epithelioid melanocytoma: immunohistochemical profiles of tumour-infiltrating histiocytes.	No Affiliation Info	0
23165931	Dynamics of a microliquid prism actuated by electrowetting.	South Korea	1
23165930	Identification, characterization, and isolation of a common progenitor for osteoclasts, macrophages,...	United States	1
23165932	Direct identification of rat iNKT cells reveals remarkable similarities to human iNKT cells and a pr...	Germany	1
23165933	Functional independence of Taiwanese children with VACTERL association.	Other	1
23165934	Comparison of R2* correction methods for accurate fat quantification in fatty liver.	United States	1
23165935	Exchange-linked dissolution agents in dissolution-DNP (13)C metabolic imaging.	United States	1
23165938	Biosynthesis of archetypal plant self-defensive oxylipins by an endophytic fungus residing in mangro...	Germany	1
23165937	Dicer-processed small RNAs: rules and exceptions.	Germany	1
23165928	Ribosomally synthesized and post-translationally modified peptide natural products: overview and rec...	Canada	1
23165939	Glycyrrhiza uralensis flavonoids present in anti-asthma formula, ASHMI™, inhibit memory Th2 response...	United States	1
